LC1_2_3	false	34	240	103	3201.366	0	21	11184
LC1_2_3	false	34	240	103	3135.749	0	21	10761
LC1_2_3	false	34	240	103	2843.311	0	19	13687
LC1_2_3	false	34	240	103	2778.231	0	18	11977
LC1_2_3	false	34	240	103	2843.311	0	19	11118
LC1_2_3	false	34	240	103	2843.311	0	19	11860
LC1_2_3	false	34	240	103	2772.29	0	18	12663
LC1_2_3	false	34	240	103	2843.311	0	19	11274
LC1_2_3	false	34	240	103	2916.148	0	19	11145
LC1_2_3	false	34	240	103	2916.148	0	19	13415
LC1_2_3	false	34	240	103	2843.311	0	19	12886
LC1_2_3	false	34	240	103	2843.311	0	19	13030
LC1_2_3	false	34	240	103	2781.544	0	18	12901
LC1_2_4	false	34	244	105	2899.346	0	20	31393
LC1_2_4	false	34	244	105	2850.026	0	20	32337
LC1_2_4	false	34	244	105	2862.463	0	20	27612
LC1_2_4	false	34	244	105	2829.874	0	19	33474
LC1_2_4	false	34	244	105	2959.022	0	21	28499
LC1_2_4	false	34	244	105	2954.956	0	21	27208
LC1_2_4	false	34	244	105	2718.602	0	19	28496
LC1_2_4	false	34	244	105	2970.122	0	20	31848
LC1_2_4	false	34	244	105	2858.5	0	20	27029
LC1_2_4	false	34	244	105	3060.844	0	22	19362
LC1_2_4	false	34	244	105	2971.714	0	21	25929
LC1_2_4	false	34	244	105	2956.915	0	21	26537
LC1_2_4	false	34	244	105	2867.64	0	20	25088
LC1_2_2	false	38	248	105	3362.845	0	24	6728
LC1_2_2	false	38	248	105	2927.558	0	21	8379
LC1_2_2	false	38	248	105	2892.522	0	20	6135
LC1_2_2	false	38	248	105	3073.226	0	22	6313
LC1_2_2	false	38	248	105	2957.459	0	21	6032
LC1_2_2	false	38	248	105	3041.916	0	21	7388
LC1_2_2	false	38	248	105	2942.609	0	21	7248
LC1_2_2	false	38	248	105	3093.224	0	21	6398
LC1_2_2	false	38	248	105	3243.844	0	23	7816
LC1_2_2	false	38	248	105	2950.179	0	21	7233
LC1_2_2	false	38	248	105	3089.144	0	22	7900
LC1_2_2	false	38	248	105	3074.183	0	22	6082
LC1_2_2	false	38	248	105	3176.723	0	23	6345
LC1_2_1	false	40	252	106	2849.322	0	21	6398
LC1_2_1	false	40	252	106	2895.671	0	22	6790
LC1_2_1	false	40	252	106	2849.322	0	21	3778
LC1_2_1	false	40	252	106	2853.781	0	21	4035
LC1_2_1	false	40	252	106	2704.675	0	20	3952
LC1_2_1	false	40	252	106	2751.024	0	21	4237
LC1_2_1	false	40	252	106	2751.024	0	21	3330
LC1_2_1	false	40	252	106	2704.675	0	20	4454
LC1_2_1	false	40	252	106	2849.322	0	21	3121
LC1_2_1	false	40	252	106	2704.675	0	20	4089
LC1_2_1	false	40	252	106	2751.024	0	21	6828
LC1_2_1	false	40	252	106	2849.322	0	21	2864
LC1_2_1	false	40	252	106	2704.675	0	20	3392
LC1_4_4	false	60	476	208	7493.275	0	39	159998
LC1_4_4	false	60	476	208	7472.945	0	39	163144
LC1_4_4	false	60	476	208	7519.857	0	38	137407
LC1_4_4	false	60	476	208	7448.575	0	39	164705
LC1_4_4	false	60	476	208	7668.354	0	40	179778
LC1_4_4	false	60	476	208	7595.269	0	40	134074
LC1_4_4	false	60	476	208	7471.941	0	39	151733
LC1_4_4	false	60	476	208	7852.828	0	41	128913
LC1_4_4	false	60	476	208	7407.076	0	39	136142
LC1_4_4	false	60	476	208	7786.122	0	41	153305
LC1_4_4	false	60	476	208	7423.353	0	39	149929
LC1_4_4	false	60	476	208	7263.724	0	38	119568
LC1_4_4	false	60	476	208	7401.27	0	39	136307
LC1_4_3	false	64	484	210	8060.484	0	42	64958
LC1_4_3	false	64	484	210	7703.072	0	41	60267
LC1_4_3	false	64	484	210	7876.776	0	40	71609
LC1_4_3	false	64	484	210	7693.289	0	41	78702
LC1_4_3	false	64	484	210	7602.382	0	40	71488
LC1_4_3	false	64	484	210	7582.036	0	40	67087
LC1_4_3	false	64	484	210	8035.875	0	41	76202
LC1_4_3	false	64	484	210	7652.434	0	40	70998
LC1_4_3	false	64	484	210	7724.901	0	41	73627
LC1_4_3	false	64	484	210	7692.721	0	41	72225
LC1_4_3	false	64	484	210	7552.531	0	40	62928
LC1_4_3	false	64	484	210	7766.74	0	40	75818
LC1_4_3	false	64	484	210	7550.044	0	40	68675
LC1_4_2	false	76	498	211	7369.023	0	41	37603
LC1_4_2	false	76	498	211	7492.194	0	42	36800
LC1_4_2	false	76	498	211	7710.075	0	44	34051
LC1_4_2	false	76	498	211	7463.678	0	42	35933
LC1_4_2	false	76	498	211	7560.137	0	42	38108
LC1_4_2	false	76	498	211	7634.24	0	43	31557
LC1_4_2	false	76	498	211	7478.51	0	42	44391
LC1_4_2	false	76	498	211	7827.142	0	44	32629
LC1_4_2	false	76	498	211	8020.592	0	45	33930
LC1_4_2	false	76	498	211	7365.825	0	41	36376
LC1_4_2	false	76	498	211	7461.614	0	42	29674
LC1_4_2	false	76	498	211	7797.57	0	43	27869
LC1_4_2	false	76	498	211	7696.16	0	43	34660
LC1_4_1	false	80	502	211	7733.351	0	44	13655
LC1_4_1	false	80	502	211	7474.7	0	42	17975
LC1_4_1	false	80	502	211	7285.224	0	41	16939
LC1_4_1	false	80	502	211	7293.532	0	41	17241
LC1_4_1	false	80	502	211	7354.021	0	41	17894
LC1_4_1	false	80	502	211	7337.287	0	41	17534
LC1_4_1	false	80	502	211	7495.281	0	42	18908
LC1_4_1	false	80	502	211	7522.285	0	42	15904
LC1_4_1	false	80	502	211	7495.281	0	42	16461
LC1_4_1	false	80	502	211	7620.569	0	43	16217
LC1_4_1	false	80	502	211	7522.285	0	42	15020
LC1_4_1	false	80	502	211	7605.15	0	43	15134
LC1_4_1	false	80	502	211	7780.525	0	44	14690
LC1_8_4	false	118	950	416	25297.928	0	72	701219
LC1_8_4	false	118	950	416	25844.172	0	73	673966
LC1_8_4	false	118	950	416	25414.684	0	74	693406
